"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1565","RT @KirkDBorne: Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in #MachineLearning: https://t.co/gna…",FALSE,0,NA,2019-09-23 09:35:59,FALSE,NA,"1176067678240423936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","randomwalker_",221,TRUE,FALSE,NA,NA
"1566","RT @KirkDBorne: 24 #Python libraries for every Python developer — Web apps, web crawling, database access, GUI creation, parsing, image pro…",FALSE,0,NA,2019-09-23 09:35:48,FALSE,NA,"1176067633776594944",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PythBuster",87,TRUE,FALSE,NA,NA
"1567","RT @Fisher85M: What are the different types of #machinelearning?

#AI #BigData @Fisher85M #Analytics #DataScience #Robotics #visualization…",FALSE,0,NA,2019-09-23 09:35:11,FALSE,NA,"1176067476896940034",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","digibizinsight",28,TRUE,FALSE,NA,NA
"1568","IAM Platform Curated Tweet:

 Agriculture Market 2019 – The Climate, Awhere, Farmlogs, Onfarm, Farmersedge, Agribot… https://t.co/mnwg2PbE66",FALSE,0,NA,2019-09-23 09:34:34,TRUE,NA,"1176067324002131968",NA,"<a href=""https://www.blog.iammarketingmedia.com"" rel=""nofollow"">IAMBLOG2TWITTER</a>","IAM__Network",0,FALSE,FALSE,NA,NA
"1569","RT @grazytgrazynatt: @FmFrancoise T<U+0001F534>p! @FmFrancoise  #BigData #AI #IoT #DataScience #CEO #DataAnalytics #PromoEduTech #custserv #CyberSecur…",FALSE,0,NA,2019-09-23 09:33:54,FALSE,NA,"1176067153243660288",NA,"<a href=""https://abdirahiimyassin.weebly.com"" rel=""nofollow"">Cyber Security Feed</a>","cybersec_feeds",2,TRUE,FALSE,NA,NA
"1570","RT @machinelearnflx: The Future of Data Science in One Picture https://t.co/9yB2CUxZEi  #DataScience",FALSE,0,NA,2019-09-23 09:33:39,FALSE,NA,"1176067089351790592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caissarl",4,TRUE,FALSE,NA,NA
"1571","RT @SwissCognitive: #AIBest by @KirkDBorne 
https://t.co/d7fIfkyLtL 
Introduction to #ReinforcementLearning #Algorithms: https://t.co/N2mLE…",FALSE,0,NA,2019-09-23 09:33:28,FALSE,NA,"1176067047165497344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TBandingus",11,TRUE,FALSE,NA,NA
"1572","RT @IrenaTadic1: Artificial Intelligence Can Now Gauge Your Risk of Cardiovascular Death

#ArtificialIntelligence #DataScience #MachineLear…",FALSE,0,NA,2019-09-23 09:33:18,FALSE,NA,"1176067002810675200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tallcedarofleb",7,TRUE,FALSE,NA,NA
"1573","RT @KirkDBorne: Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in #MachineLearning: https://t.co/gna…",FALSE,0,NA,2019-09-23 09:33:11,FALSE,NA,"1176066974524141568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JamalMBAYE",221,TRUE,FALSE,NA,NA
"1574","RT @claudiomkd: “BAE Wins DARPA Contract To Develop #MachineLearning #Technology For Space Operations 
 by 
ScienceConnect2

Go to  

#AI #…",FALSE,0,NA,2019-09-23 09:33:08,FALSE,NA,"1176066962146963456",NA,"<a href=""http://www.netvibes.com/"" rel=""nofollow"">Netvibes Widget</a>","TheDysket",2,TRUE,FALSE,NA,NA
"1575","RT @machinelearnflx: The Future of Data Science in One Picture https://t.co/9yB2CUxZEi  #DataScience",FALSE,0,NA,2019-09-23 09:32:49,FALSE,NA,"1176066880781606914",NA,"<a href=""http://www.insomniachat.com"" rel=""nofollow"">spoken word vincent</a>","JustBeMentalist",4,TRUE,FALSE,NA,NA
"1576","RT @goyalnishant: PNY shares how NVIDIA-Powered #DataScience Workstations deliver turnkey high-performance GPU-accelerated data science and…",FALSE,0,NA,2019-09-23 09:32:43,FALSE,NA,"1176066854672056320",NA,"<a href=""http://www.insomniachat.com"" rel=""nofollow"">spoken word vincent</a>","JustBeMentalist",1,TRUE,FALSE,NA,NA
"1577","RT @FullstackDevJS: [A Step by Step Guide] Create a Carpooling App with React Native - Part 1: {Creating the Frontend} #Fullstack #Javascri…",FALSE,0,NA,2019-09-23 09:32:34,FALSE,NA,"1176066817292419073",NA,"<a href=""https://twitter.com/js_bits"" rel=""nofollow"">JSBITSA</a>","js_bits",4,TRUE,FALSE,NA,NA
"1578","RT @SeoAbhimanyu: Do you know the companies that are working in the data science and machine learning domain in India
#analyticsjobs #analy…",FALSE,0,NA,2019-09-23 09:32:26,FALSE,NA,"1176066786627850241",NA,"<a href=""http://www.insomniachat.com"" rel=""nofollow"">spoken word vincent</a>","JustBeMentalist",2,TRUE,FALSE,NA,NA
"1579","Najm deploys SAS artificial intelligence and analytics solutions to combat fraud in insurance - Saudi Gazette… https://t.co/L1KKA3mRqJ",FALSE,3,NA,2019-09-23 09:32:17,TRUE,NA,"1176066747163664384",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DS_Analytics",0,FALSE,FALSE,NA,NA
"1580","RT @FullstackDevJS: [A Step by Step Guide] Create a Carpooling App with React Native - Part 1: {Creating the Frontend} #Fullstack #Javascri…",FALSE,0,NA,2019-09-23 09:31:53,FALSE,NA,"1176066645837733891",NA,"<a href=""http://aaroncuddeback.com"" rel=""nofollow"">aaroncuddeback.com</a>","AaronCuddeback",4,TRUE,FALSE,NA,NA
"1581","RT @HaroldSinnott: 19 #EmergingTechnologies ranked adopting rate (2022) &gt;&gt;&gt; @wef via @MikeQuindazzi &gt;&gt;&gt; #FutureofWork #Industry40 #AI #IoT…",FALSE,0,NA,2019-09-23 09:31:42,FALSE,NA,"1176066599230398470",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hudson_chatbots",48,TRUE,FALSE,NA,NA
"1582","“BAE Wins DARPA Contract To Develop #MachineLearning #Technology For Space Operations 
 by 
ScienceConnect2

Go to… https://t.co/HeGvgf80mC",FALSE,1,NA,2019-09-23 09:31:30,TRUE,NA,"1176066550681538560",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","claudiomkd",2,FALSE,FALSE,NA,NA
"1583","Five AI Startups You Need To Know About https://t.co/JwkXw9ve02 #artificialintelligence, #datascience, #ds #datascience, #machinelearning",FALSE,2,NA,2019-09-23 09:31:00,FALSE,NA,"1176066423413760000",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","RichardEudes",0,FALSE,FALSE,NA,NA
"1584","The Future of Data Science in One Picture https://t.co/9yB2CUxZEi  #DataScience",FALSE,4,NA,2019-09-23 09:30:31,FALSE,NA,"1176066303246950400",NA,"<a href=""https://twitter.com/pythonbot_"" rel=""nofollow"">Postmatico</a>","machinelearnflx",4,FALSE,FALSE,NA,NA
"1585","Can ‘Dark Data’ mining investments help you differentiate in the market?Learn more https://t.co/XukG6sVdgd… https://t.co/2WLspmrbea",FALSE,0,NA,2019-09-23 09:30:29,TRUE,NA,"1176066293289537536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TechnDiscussion",0,FALSE,FALSE,NA,NA
"1586","RT @Julez_Norton: The changing role of the #CIO and #IT function in the #Enterprise. #CloudComputing #SaaS #BigData #AI #IoT #CXO #Innovati…",FALSE,0,NA,2019-09-23 09:30:28,FALSE,NA,"1176066288793337856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","you_stem",1,TRUE,FALSE,NA,NA
"1587","The Better Business Bureau (#BBB) is a nonprofit focused on advancing marketplace trust. Nearly 400,000 local busin… https://t.co/mXpNdryXtQ",FALSE,0,NA,2019-09-23 09:30:26,TRUE,NA,"1176066283546320902",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","demystdata",0,FALSE,FALSE,NA,NA
"1588","<U+0001F9D0>All #Chatbots can have different objectives and goals, however all should turn visitors into leads. 

Click here f… https://t.co/E2HZWucGfP",FALSE,0,NA,2019-09-23 09:30:19,TRUE,NA,"1176066251438907393",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","emergyadigital",0,FALSE,FALSE,NA,NA
"1589","#DeepLearning Based Edge Detection in OpenCV

https://t.co/sDxO0hkmMH  by @ankit_sachan v/ https://t.co/YJghbkqzXn… https://t.co/CIVmbDZiUU",FALSE,7,NA,2019-09-23 09:30:13,TRUE,NA,"1176066228626108416",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","ipfconline1",11,FALSE,FALSE,NA,NA
"1590","PNY shares how NVIDIA-Powered #DataScience Workstations deliver turnkey high-performance GPU-accelerated data scien… https://t.co/m4Vr1hVlA8",FALSE,0,NA,2019-09-23 09:30:13,TRUE,NA,"1176066226315059200",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","goyalnishant",1,FALSE,FALSE,NA,NA
"1591","5 Hidden Hashtag Risks Every Parent Needs Know https://t.co/vZ44Ld2YrA

#CyberSecurity #Databreach #Ransomware… https://t.co/KHXmRy2zGq",FALSE,3,NA,2019-09-23 09:30:12,TRUE,NA,"1176066223118966784",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","reach2ratan",3,FALSE,FALSE,NA,NA
"1592","[A Step by Step Guide] Create a Carpooling App with React Native - Part 1: {Creating the Frontend} #Fullstack… https://t.co/QkKf6sLL39",FALSE,4,NA,2019-09-23 09:30:04,TRUE,NA,"1176066190210453505",NA,"<a href=""http://learntocode.com.ng"" rel=""nofollow"">FullstackdevJs</a>","FullstackDevJS",4,FALSE,FALSE,NA,NA
"1593","RT @upGrad_edu: 1. Is it the right time to apply for #DataScience jobs?
2. What are companies looking for?
Meet @Imaadmkhan1 - LinkedIn Con…",FALSE,0,NA,2019-09-23 09:29:48,FALSE,NA,"1176066123977986048",NA,"<a href=""http://decotiismauro.ml"" rel=""nofollow"">akdm_DS_bot</a>","akdm_bot",1,TRUE,FALSE,NA,NA
"1594","RT @KirkDBorne: Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in #MachineLearning: https://t.co/gna…",FALSE,0,NA,2019-09-23 09:29:39,FALSE,NA,"1176066085478633472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EssamBaaziz",221,TRUE,FALSE,NA,NA
"1595","RT @KirkDBorne: Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in #MachineLearning: https://t.co/gna…",FALSE,0,NA,2019-09-23 09:29:32,FALSE,NA,"1176066056990814209",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ajayram198",221,TRUE,FALSE,NA,NA
"1596","RT @promptcloud: A long view on how big data and AI have transformed business culture.
<U+0001F449>https://t.co/CElj9eoOmF
#ML #AI #BigData #dataminin…",FALSE,0,NA,2019-09-23 09:29:27,FALSE,NA,"1176066033100001280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jacobpkoshy",1,TRUE,FALSE,NA,NA
"1597","RT @Datascienceunl1: Check out datascienceunlimited for info, tips, tricks and tutorials related to Data Science. 

We will be expanding ra…",FALSE,0,NA,2019-09-23 09:28:57,FALSE,NA,"1176065910622367744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MohamedRDahdah",2,TRUE,FALSE,NA,NA
"1598","RT @Ronald_vanLoon: #MachineLearning Summarized in One Picture
 by @granvilledsc @DataScienceCtrl @AnalyticBridge | 
 
 Read more here:…",FALSE,0,NA,2019-09-23 09:28:52,FALSE,NA,"1176065886110781442",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kesholabs",6,TRUE,FALSE,NA,NA
"1599","6 key requirements for #IoT success #Industry40 #InternetOfThings #MachineLearning #BigData #DataScience #DataViz https://t.co/RVm9uFp4l9",FALSE,1,NA,2019-09-23 09:28:51,FALSE,NA,"1176065883845742597",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Julez_Norton",0,FALSE,FALSE,NA,NA
"1600","The changing role of the #CIO and #IT function in the #Enterprise. #CloudComputing #SaaS #BigData #AI #IoT #CXO… https://t.co/ATXv2szaxC",FALSE,2,NA,2019-09-23 09:28:21,TRUE,NA,"1176065759279108096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Julez_Norton",1,FALSE,FALSE,NA,NA
"1601","Do you know the companies that are working in the data science and machine learning domain in India
#analyticsjobs… https://t.co/D4Nnma3257",FALSE,1,NA,2019-09-23 09:27:43,TRUE,NA,"1176065598066872320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SeoAbhimanyu",2,FALSE,FALSE,NA,NA
"1602","Here is a list of the top 10 common mistakes we often make while preparing for a career in data science and machine… https://t.co/CphUDdwy0X",FALSE,1,NA,2019-09-23 09:27:28,TRUE,NA,"1176065535714291712",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SeoAbhimanyu",1,FALSE,FALSE,NA,NA
"1603","RT @HaroldSinnott: 19 #EmergingTechnologies ranked adopting rate (2022) &gt;&gt;&gt; @wef via @MikeQuindazzi &gt;&gt;&gt; #FutureofWork #Industry40 #AI #IoT…",FALSE,0,NA,2019-09-23 09:27:23,FALSE,NA,"1176065513257979905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ahusanfareed7",48,TRUE,FALSE,NA,NA
"1604","Telangana is all poised to concentrate heavily on employing the usage of GICs in order to bring a boost in the loca… https://t.co/NalZSxkDgZ",FALSE,1,NA,2019-09-23 09:26:56,TRUE,NA,"1176065400657731584",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SeoAbhimanyu",1,FALSE,FALSE,NA,NA
"1605","Aye Finance is using machine learning and data science techniques in tapping the unrecognized micro enterprises len… https://t.co/zruiP7Rgl6",FALSE,1,NA,2019-09-23 09:26:48,TRUE,NA,"1176065368084713474",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SeoAbhimanyu",1,FALSE,FALSE,NA,NA
"1606","Data Science is a medium to do something with the data to get meaningful insights so as to make business decisions… https://t.co/721Oqtmofs",FALSE,2,NA,2019-09-23 09:26:30,TRUE,NA,"1176065292163698688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SeoAbhimanyu",1,FALSE,FALSE,NA,NA
"1607","What to consider in a #DigitalTransformation #Strategy? #Infographic; #SMM #IoT #BigData #blockchain #Fintech… https://t.co/sBgMoHNeRa",FALSE,1,NA,2019-09-23 09:26:07,TRUE,NA,"1176065195782721536",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>","nittanb1",1,FALSE,FALSE,NA,NA
"1608","RT @marcusborba: A global team of scientists have developed an #AI system to detect 17 diseases from exhaled breath with 86% accuracy
by @s…",FALSE,0,NA,2019-09-23 09:26:02,FALSE,NA,"1176065172659568640",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mofbar",142,TRUE,FALSE,NA,NA
"1609","RT @HaroldSinnott: 19 #EmergingTechnologies ranked adopting rate (2022) &gt;&gt;&gt; @wef via @MikeQuindazzi &gt;&gt;&gt; #FutureofWork #Industry40 #AI #IoT…",FALSE,0,NA,2019-09-23 09:25:47,FALSE,NA,"1176065111313637378",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BigData_Joe",48,TRUE,FALSE,NA,NA
"1610","RT @gp_pulipaka: Is Deep #ReinforcementLearning Really Superhuman on Atari? 
#BigData #Analytics #DataScience #AI #MachineLearning #IoT #II…",FALSE,0,NA,2019-09-23 09:25:43,FALSE,NA,"1176065092863057920",NA,"<a href=""https://outlook.office365.com/connectors/"" rel=""nofollow"">Office 365 Connectors</a>","Machinelearn7",8,TRUE,FALSE,NA,NA
"1611","HT KirkDBorne :

Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in… https://t.co/uOndBLqf29",FALSE,0,NA,2019-09-23 09:25:26,TRUE,NA,"1176065024026120193",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","THEAdamGabriel",0,FALSE,FALSE,NA,NA
"1612","RT @KirkDBorne: Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in #MachineLearning: https://t.co/gna…",FALSE,0,NA,2019-09-23 09:24:31,FALSE,NA,"1176064793008070656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","garyzava",221,TRUE,FALSE,NA,NA
"1613","RT @KirkDBorne: 400+ Statistical Concepts Explained in Simple English — in 18 Parts: https://t.co/YA8aIJVho4
———
#BigData #DataScience #Dat…",FALSE,0,NA,2019-09-23 09:24:25,FALSE,NA,"1176064768064532481",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sylvainpresta",74,TRUE,FALSE,NA,NA
"1614","As promised at #Cypher2019, I am sharing the end-to-end process which I have used to deliver multiple successful… https://t.co/g7EKW6mvn5",FALSE,4,NA,2019-09-23 09:24:14,TRUE,NA,"1176064723550265345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","meisshaily",1,FALSE,FALSE,NA,NA
"1615","Join us for a two-day #KNIME Analytics Platform course, hosted by our trusted partner, GEMMACON in #Munich on Octob… https://t.co/MnPrnuoh5z",FALSE,1,NA,2019-09-23 09:24:00,TRUE,NA,"1176064663290863616",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","knime",0,FALSE,FALSE,NA,NA
"1616","RT @andi_staub: We are ready for #MachineLearning Explainability?

#AI #ArtificialIntelligence #GDPR #DataScience #privacy #fintech #insurt…",FALSE,0,NA,2019-09-23 09:23:58,FALSE,NA,"1176064654960816128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BackpackingRon",9,TRUE,FALSE,NA,NA
"1617","DF &gt; How Artificial Intelligence Is Revolutionizing Insurance &gt; https://t.co/fP2NhcAz6Y &gt; #BigDataLove &gt; #BigData a… https://t.co/rz9yQgzNBV",FALSE,0,NA,2019-09-23 09:23:38,TRUE,NA,"1176064569707507712",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BigDataLove",0,FALSE,FALSE,NA,NA
"1618","RT @Ronald_vanLoon: “BAE Wins DARPA Contract To Develop #MachineLearning #Technology For Space Operations 
 by 
@ScienceConnect2

Go to…",FALSE,0,NA,2019-09-23 09:23:15,FALSE,NA,"1176064474647867394",NA,"<a href=""http://www.netvibes.com/"" rel=""nofollow"">Netvibes Widget</a>","TheDysket",7,TRUE,FALSE,NA,NA
"1619","“BAE Wins DARPA Contract To Develop #MachineLearning #Technology For Space Operations 
 by 
@ScienceConnect2

Go to… https://t.co/cOk57IuqUd",FALSE,9,NA,2019-09-23 09:23:01,TRUE,NA,"1176064413390069761",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Ronald_vanLoon",7,FALSE,FALSE,NA,NA
"1620","RT @reach2ratan: One of the hackers behind EtherDelta hack also involved in TalkTalk hack https://t.co/88A3v5OvEP

#CyberSecurity #Databrea…",FALSE,0,NA,2019-09-23 09:22:45,FALSE,NA,"1176064346176143361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chloegracejoy",14,TRUE,FALSE,NA,NA
"1621","RT @teexio: #BigData is meaningless without #BusinessIntelligence. 
#infographic #AI #DataScience #MachineLearning #IoT #Analytics #BI #Dee…",FALSE,0,NA,2019-09-23 09:22:16,FALSE,NA,"1176064228152750081",NA,"<a href=""http://interdiscipl.org"" rel=""nofollow"">inter discipl</a>","e_nterdiscipl",1,TRUE,FALSE,NA,NA
"1622","RT @co_data_science: The adventure begins... Schaut in unser Programm und meldet Euch zum #DataScience Wissenscamp im Basecamp Bonn an. Joi…",FALSE,0,NA,2019-09-23 09:21:59,FALSE,NA,"1176064154005835776",NA,"<a href=""http://interdiscipl.org"" rel=""nofollow"">inter discipl</a>","e_nterdiscipl",1,TRUE,FALSE,NA,NA
"1623","RT @KirkDBorne: Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in #MachineLearning: https://t.co/gna…",FALSE,0,NA,2019-09-23 09:21:35,FALSE,NA,"1176064056597331968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","terriconcio",221,TRUE,FALSE,NA,NA
"1624","#BigData is meaningless without #BusinessIntelligence. 
#infographic #AI #DataScience #MachineLearning #IoT… https://t.co/2zgtzXuOFF",FALSE,1,NA,2019-09-23 09:21:33,TRUE,NA,"1176064048334422018",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","teexio",1,FALSE,FALSE,NA,NA
"1625","The adventure begins... Schaut in unser Programm und meldet Euch zum #DataScience Wissenscamp im Basecamp Bonn an.… https://t.co/esrD9sS9QT",FALSE,0,NA,2019-09-23 09:21:23,TRUE,NA,"1176064005271633921",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","co_data_science",1,FALSE,FALSE,NA,NA
"1626","RT @SwissCognitive: #AIBest by @KirkDBorne 
https://t.co/z3V1HH4mJA 
40+ Techniques and #Algorithms used by #DataScientists, with links to…",FALSE,0,NA,2019-09-23 09:21:20,FALSE,NA,"1176063991245766656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HannaRaptor",8,TRUE,FALSE,NA,NA
"1627","RT @semigleich: ^¸+VÃÔ¦ #crypto #bitcoin #java #competition #influencer #datascience #fintech #science #EU https://t.co/Zkz2GnxywV https://…",FALSE,0,NA,2019-09-23 09:21:15,FALSE,NA,"1176063972786790400",NA,"<a href=""https://www.botlibre.com"" rel=""nofollow"">Bot Libre!</a>","digitalsphere33",1,TRUE,FALSE,NA,NA
"1628","<U+0001F1EC><U+0001F1F7> #<U+0389><U+03B8><U+03BF><U+03C2> / Ethos e<U+03AF><U+03BD>a<U+03B9> t<U+03BF> <U+03B8><U+03AD>µa t<U+03BF><U+03C5> 3<U+03BF><U+03C5> TEDx s<U+03C5><U+03BD>ed<U+03C1><U+03AF><U+03BF><U+03C5> st<U+03B7> <U+03A7>a<U+03BB><U+03BA><U+03AF>da - Athens Voice Online https://t.co/PWGQ62alJj <U+2B07><U+FE0F>… https://t.co/amGYyBLVG3",FALSE,1,NA,2019-09-23 09:21:09,TRUE,NA,"1176063945238618112",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AIVids",0,FALSE,FALSE,NA,NA
"1629","RT @johnmlhll: Looking forward to covering @predictconf 2019 for @Irish_TechNews  @TheRDS  in #Dublin from Oct 1. Here is my preview previe…",FALSE,0,NA,2019-09-23 09:21:05,FALSE,NA,"1176063928872210432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kan7sas",8,TRUE,FALSE,NA,NA
"1630","How IoT solutions are creating a healthcare Revolution #IoT #healthcaretech #DataScience https://t.co/hJlWZYcfwB",FALSE,0,NA,2019-09-23 09:21:04,FALSE,NA,"1176063926208827393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","graybluetech",0,FALSE,FALSE,NA,NA
"1631","RT @reach2ratan: Exposed RDP servers see 150K brute-force attempts per week: Here's how to protect them https://t.co/SAu7Zn7ZJ2

#CyberSecu…",FALSE,0,NA,2019-09-23 09:20:58,FALSE,NA,"1176063898023317505",NA,"<a href=""http://tweepsmap.com"" rel=""nofollow"">Tweepsmap</a>","ArkangelScrap",12,TRUE,FALSE,NA,NA
"1632","RT @SRMTechOfficial: Convert your Data &amp; Analytics into actionable intelligence with AI to help you create new business models &amp; revenue st…",FALSE,0,NA,2019-09-23 09:20:51,FALSE,NA,"1176063869346885632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tukurbk",2,TRUE,FALSE,NA,NA
"1633","RT @GenezixA: #Blockchain explained
https://t.co/ya5R8eiIKp

#blockchaintechnology
#DataScience",FALSE,0,NA,2019-09-23 09:20:44,FALSE,NA,"1176063841215688704",NA,"<a href=""https://twitter.com/NVSData"" rel=""nofollow"">Data NVS</a>","NVSData",1,TRUE,FALSE,NA,NA
"1634","RT @CFAPHL: Join us in this two-day class as participants will learn the #Python programming language and how to use it to execute relevant…",FALSE,0,NA,2019-09-23 09:20:40,FALSE,NA,"1176063825549938688",NA,"<a href=""http://www.pulsa.shop"" rel=""nofollow"">pulsa.shop</a>","usdatascience",3,TRUE,FALSE,NA,NA
"1635","RT @CogNeed: 3 Ways Artificial Intelligence Is Uprooting Sales

https://t.co/YJrh1y07IX via @forbes

#Sales #AI #DataScience #MachineLearni…",FALSE,0,NA,2019-09-23 09:20:40,FALSE,NA,"1176063823310204928",NA,"<a href=""https://twitter.com/NVSData"" rel=""nofollow"">Data NVS</a>","NVSData",1,TRUE,FALSE,NA,NA
"1636","RT @KirkDBorne: Download this eBook (47-page PDF) — The #Mathematics needed for an introductory class in #MachineLearning: https://t.co/gna…",FALSE,0,NA,2019-09-23 09:20:37,FALSE,NA,"1176063813474406401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laudari1",221,TRUE,FALSE,NA,NA
"1637","RT @stanford__ai: Join us at #ODSCEurope for 230 hours of content on the latest #AI and #DataScience topics and tools. Register now–30% off…",FALSE,0,NA,2019-09-23 09:20:31,FALSE,NA,"1176063784521216000",NA,"<a href=""https://twitter.com/NVSData"" rel=""nofollow"">Data NVS</a>","NVSData",1,TRUE,FALSE,NA,NA
"1638","RT @stanford__ai: This video from a past ODSC conference introduces the formal Imitation Learning problem and discuss two main categories o…",FALSE,0,NA,2019-09-23 09:20:27,FALSE,NA,"1176063771409821697",NA,"<a href=""https://twitter.com/NVSData"" rel=""nofollow"">Data NVS</a>","NVSData",1,TRUE,FALSE,NA,NA
"1639","RT @Andrea_ilsergio: Why We Should Teach Kids to Call the Robot ‘It’ #DeepLearning #AI #DataScience via https://t.co/8gJ8Snr9LB https://t.c…",FALSE,0,NA,2019-09-23 09:20:20,FALSE,NA,"1176063741487718400",NA,"<a href=""https://twitter.com/NVSData"" rel=""nofollow"">Data NVS</a>","NVSData",1,TRUE,FALSE,NA,NA
"1640","RT @schestowitz: Getting started with #datascience using #Python
 https://t.co/ehFncKMHc8",FALSE,0,NA,2019-09-23 09:19:59,FALSE,NA,"1176063651570180096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","schestowitz",2,TRUE,FALSE,NA,NA
"1641","#Blockchain explained
https://t.co/ya5R8eiIKp

#blockchaintechnology
#DataScience",FALSE,0,NA,2019-09-23 09:19:42,FALSE,NA,"1176063582569713665",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GenezixA",1,FALSE,FALSE,NA,NA
